patent_id,public,
7257237,0,
7253008,0,
7246524,0,
7248397,0,
7244359,0,
7238288,0,
7239044,0,
7235190,0,
7229178,0,
7229593,0,
7225683,0,
7213473,0,
7207102,0,
7204264,0,
7188535,0,
7186987,0,
7182371,0,
7183868,0,
7173295,0,
7173764,0,
7161334,0,
7154088,0,
7147205,0,
7124507,0,
7122164,0,
7105098,0,
7098037,0,
7094326,0,
7090189,0,
7079309,0,
7078237,0,
7066004,0,
7051656,0,
7052608,0,
7049622,0,
7045170,0,
7046539,0,
7041616,0,
7034271,0,
7036146,0,
7028481,0,
7030355,0,
7030624,0,
7027150,0,
7022287,0,
7022381,0,
7019637,0,
7014747,0,
7012342,0,
7013395,0,
7004198,0,
7004669,0,
7003405,0,
6998598,0,
6994826,0,
6996292,0,
6993463,0,
6988402,0,
6982668,0,
6980354,0,
6975402,0,
6969576,0,
6969874,0,
6966336,0,
6967757,0,
6964936,0,
6965542,0,
6965709,0,
6962747,0,
6960017,0,
6960849,0,
6957566,0,
6951243,0,
6930051,0,
6931042,0,
6918573,0,
6911932,0,
6902701,0,
6903861,0,
6900952,0,
6886757,0,
6881250,0,
6882786,0,
6881383,0,
6875544,0,
6873241,0,
6869015,0,
6869330,0,
6870158,0,
6865939,0,
6864827,0,
6858378,0,
6858462,0,
6855303,0,
6843272,0,
6844378,0,
6841339,0,
6834720,0,
6836240,0,
6832787,0,
6833068,0,
6828933,0,
6824690,0,
6825800,0,
6825974,0,
6820496,0,
6821714,0,
6821819,0,
6814289,0,
6809811,0,
6810104,0,
6807353,0,
6802950,0,
6797187,0,
6798862,0,
6793909,0,
6791465,0,
6791470,0,
6786716,0,
6782746,0,
6782372,0,
6777568,0,
6775314,0,
6772513,0,
6772611,0,
6770182,0,
6770183,0,
6770201,0,
6771083,0,
6767469,0,
6768256,0,
6768855,0,
6765208,0,
6765242,0,
6765526,0,
6759787,0,
6754643,0,
6749997,0,
6750391,0,
6746496,0,
6732914,0,
6730180,0,
6727504,0,
6718821,0,
6721094,0,
6716275,0,
6711918,0,
6706091,0,
6693285,0,
6685442,0,
6687571,0,
6687640,0,
6682607,0,
6679105,0,
6679471,0,
6680263,0,
6675660,0,
6675671,0,
6674778,0,
6668203,0,
6663012,0,
6663697,0,
6663982,0,
6665329,0,
6660648,0,
6661368,0,
6645696,0,
6645757,0,
6636847,0,
6627076,0,
6628404,0,
6624708,0,
6611085,0,
6608586,0,
6608846,0,
6599362,0,
6599436,0,
6600761,0,
6596254,0,
6592835,0,
6593062,0,
6581438,0,
6582890,0,
6583350,0,
6578254,0,
6577266,0,
6577785,0,
6577906,0,
6570333,0,
6567454,0,
6555961,0,
6552338,0,
6548895,0,
6549700,0,
6544691,0,
6545385,0,
6537437,0,
6531331,0,
6527835,0,
6500760,0,
6494084,0,
6495015,0,
6478077,0,
6480141,0,
6469661,0,
6453684,0,
6455825,0,
6442997,0,
6443179,0,
6427791,0,
6422528,0,
6424287,0,
6421185,0,
6414174,0,
6408226,0,
6406130,0,
6360549,0,
6353304,0,
6332568,0,
6297579,0,
5049791,0,
4237433,0,
3855105,0,
